n_runs,normal_minus_recorded_macro_auc_abs_max,normal_minus_recorded_macro_auc_abs_mean,normal_minus_recorded_macro_auc_abs_min,normal_minus_recorded_macro_auc_abs_n,normal_minus_recorded_macro_auc_abs_std,presence_signal_mask_only_minus_none_max,presence_signal_mask_only_minus_none_mean,presence_signal_mask_only_minus_none_min,presence_signal_mask_only_minus_none_n,presence_signal_mask_only_minus_none_std,shuffle_residual_shuffle_minus_mask_only_max,shuffle_residual_shuffle_minus_mask_only_mean,shuffle_residual_shuffle_minus_mask_only_min,shuffle_residual_shuffle_minus_mask_only_n,shuffle_residual_shuffle_minus_mask_only_std,total_metadata_signal_normal_minus_none_max,total_metadata_signal_normal_minus_none_mean,total_metadata_signal_normal_minus_none_min,total_metadata_signal_normal_minus_none_n,total_metadata_signal_normal_minus_none_std,value_content_signal_normal_minus_shuffle_max,value_content_signal_normal_minus_shuffle_mean,value_content_signal_normal_minus_shuffle_min,value_content_signal_normal_minus_shuffle_n,value_content_signal_normal_minus_shuffle_std,variant
20,1.1445353587102858e-07,1.5443141149207305e-08,0.0,20,3.8093827989002443e-08,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,none
20,1.1445353564898397e-07,5.722676782449198e-09,0.0,20,2.559258859763237e-08,0.00019812293036447493,4.0556058374147105e-05,-1.641309420841175e-05,20,4.7411718223209175e-05,-0.0005822368626610119,-0.001064365011269952,-0.0021996556537474676,20,0.00042755138884858113,0.00044682964285036597,8.844483429720217e-05,-0.0006404940328769149,20,0.00029856503098347006,0.002240461608976174,0.001112253787193007,0.00020625792052553216,20,0.0005175309268089022,demo
20,1.9714844468055048e-07,1.5373750561487042e-08,0.0,20,4.9370999584753327e-08,0.0017854430351510464,0.0011461865644728565,0.0005750260902984694,20,0.00036826866549619823,-0.0006538814960578287,-0.0016171798629255885,-0.002737223279825063,20,0.0006302839850764274,0.0023377039732901395,0.001396854482111526,0.0003401857172008471,20,0.0005324587232000368,0.0030027706604190962,0.001867847780564258,0.0002620562805827342,20,0.0006881604554794117,demo+anthro
